"Name","NA_Sales","Year","Genre"
"bakumatsu renka: karyuu kenshi-den","0","2007","Adventure"
"bakumatsu rock","0","2014","Action"
"bakumatsu rock: ultra soul","0","2014","Misc"
"bakusou dekotora densetsu: otoko ippiki yume kaidoi","0","1998","Racing"
"bakusou kyoudai let's & go!! eternal wings","0","1998","Racing"
"baldur's gate: dark alliance","0.61","2002","Role-Playing"
"baldur's gate: dark alliance ii","0.34","2004","Role-Playing"
"ball breakers","0.1","2000","Action"
"ballblazer champions","0.01","1997","Sports"
"ballistic","0.02","1999","Puzzle"
"ballistic: ecks vs. sever","0.07","2002","Shooter"
"balloon fight","0.39","1985","Platform"
"balloon pop","0.13","2009","Puzzle"
"balloon pop 2","0.01","2012","Puzzle"
"balls of fury","0.02","2007","Sports"
"band hero","0.6","2009","Misc"
"bangai-o spirits","0.07","2008","Shooter"
"banjo-kazooie","1.87","1998","Platform"
"banjo-kazooie: grunty's revenge","0.24","2003","Platform"
"banjo-kazooie: nuts & bolts","0.32","2008","Platform"
"banjo-pilot","0.07","2005","Racing"
"banjo-tooie","0.82","2000","Platform"
"bank heist","0.32","1982","Action"
"banushi life game: winner's circle","0","2007","Sports"
"barbarian","0.07","2002","Fighting"
"barbie and her sisters puppy rescue","0","2015","Action"
"barbie and the magic of pegasus","0.07","2005","Action"
"barbie and the three musketeers","0.21","2009","Adventure"
"barbie as the island princess","0.42","2007","Adventure"
"barbie as the princess and the pauper","0.01","2004","Adventure"
"barbie explorer","0.08","2001","Platform"
"barbie fashion show: an eye for style","0.19","2008","Misc"
"barbie groovy games","0.4","2002","Misc"
"barbie horse adventures: blue ribbon race","0.26","2003","Sports"
"barbie horse adventures: riding camp","0.51","2008","Sports"
"barbie horse adventures: wild horse rescue","0.24","2003","Sports"
"barbie in the 12 dancing princesses","0.09","2007","Adventure"
"barbie super sports","0.12","1999","Sports"
"barbie superpack: secret agent / groovy games","0.1","2005","Misc"
"barbie: groom and glam pups","0.26","2010","Action"
"barbie: jet, set & style!","0.37","2011","Misc"
"barbie: race & ride","0.33","1999","Action"
"barnstorming","0.4","1981","Action"
"barnyard","0.09","2006","Action"
"barnyard blast: swine of the night","0.02","2008","Platform"
"baroque","0.05","2007","Role-Playing"
"baseball","0.73","1983","Sports"
"baseball advance","0.1","2002","Sports"
"baseball blast!","0.14","2009","Sports"
"bases loaded '96: double header","0.28","1995","Sports"
"basketball hall of fame ultimate hoops challenge","0.06","2010","Sports"
"bass hunter 64","0.25","1999","Sports"
"bass landing","0.21","1999","Sports"
"bass pro shops: the hunt","0.23","2010","Sports"
"bass pro shops: the strike","0.45","2009","Sports"
"bass rise","0.03","1999","Sports"
"bass strike","0.14","2001","Sports"
"bassmasters 2000","0.11","1999","Sports"
"bastard!! utsuro naru kamigami no utsuwa","0","1996","Role-Playing"
"baten kaitos origins","0.06","2006","Role-Playing"
"baten kaitos: eternal wings and the lost ocean","0.21","2003","Role-Playing"
"batman & robin","0.06","1998","Action"
"batman begins","0.27","2005","Action"
"batman beyond: return of the joker","0.09","2000","Action"
"batman forever: the arcade game","0.02","1996","Action"
"batman: a telltale game series","0.01","2016","Adventure"
"batman: arkham asylum","2.23","2009","Action"
"batman: arkham city","2.7","2011","Action"
"batman: arkham knight","1.49","2015","Action"
"batman: arkham origins","1.07","2013","Action"
"batman: arkham origins blackgate","0.2","2013","Action"
"batman: dark tomorrow","0.08","2003","Action"
"batman: gotham city racer","0.03","2001","Racing"
"batman: rise of sin tzu","0.05","2003","Action"
"batman: the brave and the bold the videogame","0.24","2010","Action"
"batman: vengeance","0.27","2001","Adventure"
"battalion wars","0.25","2005","Strategy"
"battalion wars 2","0.22","2007","Strategy"
"battle & get! pokemon typing ds","0","2011","Misc"
"battle arena toshinden","0.39","1994","Fighting"
"battle arena toshinden 2","0.15","1995","Fighting"
"battle arena toshinden 3","0.06","1996","Fighting"
"battle arena toshinden remix","0","1994","Fighting"
"battle arena toshinden ura","0","1995","Fighting"
"battle assault 3 featuring gundam seed","0.02","2004","Action"
"battle commander: hachibushu shura no heihou","0","1991","Strategy"
"battle dodge ball","0","1991","Sports"
"battle engine aquila","0.02","2003","Shooter"
"battle fantasia","0.07","2008","Fighting"
"battle hunter","0.02","1999","Strategy"
"battle of giants: dinosaurs","0.38","2008","Strategy"
"battle of giants: dinosaurs strike","0.15","2010","Strategy"
"battle of giants: dragons","0.31","2009","Strategy"
"battle of giants: mutant insects","0.09","2010","Strategy"
"battle princess of arcadias","0","2013","Role-Playing"
"battle rage","0.04","2008","Shooter"
"battle soccer: field no hasha","0","1992","Sports"
"battle spirits: digital starter","0","2010","Role-Playing"
"battle spirits: hero's soul","0","2010","Role-Playing"
"battle spirits: kiseki no hasha","0","2009","Role-Playing"
"battle stadium d.o.n","0","2006","Fighting"
"battle stations","0.43","1997","Strategy"
"battle vs. chess","0","2011","Misc"
"battle worlds: kronos","0","2016","Strategy"
"battleborn","0.09","2016","Shooter"
"battlebots: beyond the battlebox","0.04","2002","Action"
"battlebots: design & destroy","0.31","2003","Action"
"battlefield 1942","0.01","2002","Shooter"
"battlefield 1942: the ww ii anthology","0.01","2004","Shooter"
"battlefield 2","0","2005","Shooter"
"battlefield 2: modern combat","0.39","2005","Shooter"
"battlefield 2: modern combat(jp sales)","0","2005","Shooter"
"battlefield 2142","0","2006","Shooter"
"battlefield 3","4.46","2011","Shooter"
"battlefield 4","1.3","2013","Shooter"
"battlefield vietnam","0","2004","Shooter"
"battlefield: bad company","0.81","2008","Shooter"
"battlefield: bad company 2","2.09","2010","Shooter"
"battlefield: hardline","0.7","2015","Shooter"
"battleforge","0","2009","Strategy"
"battles of prince of persia","0.1","2005","Strategy"
"battleship / connect four / sorry! / trouble","0.05","2006","Puzzle"
"battlestar galactica","0.08","2003","Shooter"
"battlestations: midway","0.21","2007","Strategy"
"battlestations: pacific","0.17","2009","Strategy"
"battletanx","0.26","1998","Action"
"battletanx: global assault","0.31","1999","Action"
"battlezone","0.58","1982","Shooter"
"battlezone: rise of the black dogs","0.06","2000","Strategy"
"bayonetta","0.44","2009","Action"
"bayonetta 2","0.34","2014","Action"
"bcfx: the black college football xperience, the doug williams edition","0.15","2009","Sports"
"beach spikers: virtua beach volleyball","0.08","2002","Sports"
"beamrider","0.26","1984","Racing"
"beastly","0.03","2011","Misc"
"beastly frantic foto","0.04","2011","Puzzle"
"beat city","0.07","2010","Misc"
"beat down: fists of vengeance","0.04","2005","Action"
"beat sketch!","0","2010","Misc"
"beatdown: fists of vengeance","0.03","2005","Action"
"beaterator","0.06","2009","Misc"
"beatmania","0","1998","Simulation"
"beatmania append 3rdmix","0","1998","Simulation"
"beatmania append 4thmix: the beat goes on","0","1999","Simulation"
"beatmania append gottamix","0","1999","Simulation"
"beatmania iidx 11: iidx red","0","2006","Simulation"
"beatmania iidx 13: distorted","0","2007","Simulation"
"beatmania iidx 14 gold","0","2008","Simulation"
"beatmania iidx 15: dj troopers","0","2008","Simulation"
"beatmania iidx 16: empress + premium best","0","2009","Simulation"
"beatmania iidx 3rd style","0","2000","Simulation"
"beatmania iidx 4th style: new songs collection","0","2001","Simulation"
"beautiful katamari","0.14","2007","Puzzle"
"bee movie game","0.41","2007","Action"
"beetle adventure racing!","0.4","1999","Racing"
"beijing 2008","0.14","2008","Sports"
"bejeweled 2 deluxe","0","2006","Puzzle"
"bejeweled 3","0.02","2010","Puzzle"
"bejeweled blitz","0","2010","Puzzle"
"bejeweled twist","0","2010","Puzzle"
"bella sara","0.04","2008","Misc"
"bella sara 2 - the magic of drasilmare","0","2013","Adventure"
"ben 10 alien force: vilgax attacks","0.11","2009","Action"
"ben 10 galactic racing","0.07","2011","Racing"
"ben 10 omniverse 2","0","2013","Action"
"ben 10 triple pack","0.13","2011","Misc"
"ben 10 ultimate alien: cosmic destruction","0.1","2010","Platform"
"ben 10: alien force","0.65","2008","Action"
"ben 10: protector of earth","0.69","2007","Action"
"bentley's hackpack","0.67","2005","Misc"
"beowulf: the game","0.36","2007","Action"
"berzerk","0.68","1981","Shooter"
"best friends tonight","0.03","2010","Misc"
"best of tests","0.01","2008","Puzzle"
"betty boop's double shift","0.03","2007","Puzzle"
"beyblade evolution","0.02","2013","Action"
"beyblade g-revolution","0.15","2004","Action"
"beyblade vforce: super tournament battle","0.16","2002","Action"
"beyblade vforce: ultimate blader jam","0.52","2003","Action"
"beyblade: metal fusion","0.08","2009","Role-Playing"
"beyblade: metal fusion - battle fortress","0.15","2009","Action"
"beyblade: metal masters","0.16","2010","Action"
"beyond good & evil","0.16","2003","Adventure"
"beyond oasis","0","1993","Role-Playing"
"beyond the beyond","0.11","1995","Role-Playing"
"beyond: two souls","0.52","2013","Adventure"
"bicycle casino 2005","0.17","2004","Misc"
"big air","0.1","1999","Sports"
"big air freestyle","0.04","2002","Racing"
"big bang mini","0.05","2009","Shooter"
"big bass fishing","0","2002","Action"
"big bass world championship","0.2","1997","Sports"
"big beach sports","0.45","2008","Sports"
"big brain academy","1.67","2005","Misc"
"big brain academy: wii degree","1.06","2007","Misc"
"big family games","0","2009","Misc"
"big ichigeki! pachi-slot taikouryku universal museum","0","1996","Misc"
"big idea's veggietales: larryboy and the bad apple","0.01","2006","Action"
"big league sports","0.18","2011","Sports"
"big league sports: summer","0.1","2009","Sports"
"big mountain 2000","0.02","1998","Sports"
"big mutha truckers","0.41","2002","Racing"
"big mutha truckers 2","0.1","2005","Racing"
"big strike bowling","0.23","2003","Sports"
"bigfoot king of crush","0.02","2011","Racing"
"bigfoot: collision course","0.3","2008","Racing"
"biker mice from mars","0.03","2006","Racing"
"billy hatcher and the giant egg","0.19","2003","Platform"
"billy the wizard: rocket broomstick racing","0.04","2007","Racing"
"billy's boot camp: wii de enjoy diet!","0","2011","Sports"
"binary domain","0.09","2012","Action"
"binary star","0","2014","Adventure"
"bio freaks","0.11","1998","Action"
"biohazard: revival selection","0","2011","Action"
"bionic commando","0.12","2009","Platform"
"bionicle","0.21","2003","Action"
"bionicle heroes","0.08","2006","Shooter"
"bionicle: matoran adventures","0.18","2002","Platform"
"bioshock","1.65","2007","Shooter"
"bioshock 2","1.45","2010","Shooter"
"bioshock infinite","1.22","2013","Shooter"
"bioshock the collection","0.05","2016","Shooter"
"birds of steel","0.1","2012","Simulation"
"birthday party bash","0.3","2009","Misc"
"bishoujo senshi sailormoon r","0","1993","Fighting"
"bishoujo senshi sailormoon s: juugai rantou!? shuyaku soudatsusen","0","1994","Fighting"
"bit.trip complete","0.06","2011","Misc"
"bit.trip saga","0.09","2011","Misc"
"black","1.01","2006","Shooter"
"black * rock shooter: the game","0","2011","Role-Playing"
"black & bruised","0.08","2003","Fighting"
"black & white","0","2001","Strategy"
"black & white 2","0.01","2005","Strategy"
"black bass with blue marlin","0.06","1999","Sports"
"black cat","0","2006","Action"
"black dawn","0.07","1996","Simulation"
"black jack vs. matsudajun","0.03","2000","Misc"
"black mirror 2","0","2009","Adventure"
"black rose valkyrie","0","2016","Role-Playing"
"black sigil: blade of the exiled","0.05","2009","Role-Playing"
"black stone: magic & steel","0.03","2003","Role-Playing"
"black/matrix","0","1998","Strategy"
"blacksite: area 51","0.29","2007","Shooter"
"blackthorne","0.01","2003","Action"
"blackwater","0.09","2011","Shooter"
"blade arcus from shining ex","0","2015","Fighting"
"blade dancer: lineage of light","0.05","2006","Role-Playing"
"blade ii","0.15","2002","Action"
"blades of blood: samurai shodown iii","0.05","1995","Fighting"
"blades of time","0.07","2012","Action"
"bladestorm: nightmare","0.07","2015","Action"
"bladestorm: the hundred years' war","0.1","2007","Action"
"blast chamber","0.05","1996","Shooter"
"blast corps","0.39","1997","Action"
"blast lacrosse","0.03","2001","Sports"
"blast radius","0.04","1998","Action"
"blast works: build, trade, destroy","0.09","2008","Shooter"
"blaster master: blasting again","0.14","2000","Shooter"
"blasto","0.2","1998","Action"
"blazblue: calamity trigger","0.36","2009","Fighting"
"blazblue: calamity trigger portable","0.07","2010","Fighting"
"blazblue: chrono phantasma","0.13","2013","Fighting"
"blazblue: chrono phantasma extend","0","2015","Action"
"blazblue: continuum shift","0.21","2010","Fighting"
"blazblue: continuum shift extend","0","2011","Fighting"
"blazblue: continuum shift ii","0.03","2011","Fighting"
"blaze union: story to reach the future","0","2010","Role-Playing"
"blazer drive","0","2008","Role-Playing"
"blazing angels 2: secret missions of wwii","0.1","2007","Simulation"
"blazing angels: squadrons of wwii","0.74","2006","Simulation"
"blazing dragons","0.08","1996","Adventure"
"blazing heroes","0","1995","Role-Playing"
"blazing souls","0","2006","Role-Playing"
"blazing souls: accelate","0.04","2009","Role-Playing"
"bleach ds 4th: flame bringer","0","2009","Action"
"bleach gc: tasogare ni mamieru shinigami","0","2005","Fighting"
"bleach: blade battlers","0","2006","Fighting"
"bleach: blade battlers 2nd","0","2007","Fighting"
"bleach: dark souls","0.12","2007","Fighting"
"bleach: dark souls (jp sales)","0","2007","Fighting"
"bleach: erabareshi tamashii","0","2005","Adventure"
"bleach: hanatareshi yabou","0","2006","Role-Playing"
"bleach: heat the soul","0","2005","Fighting"
"bleach: heat the soul 3","0","2006","Fighting"
"bleach: heat the soul 4","0","2007","Fighting"
"bleach: heat the soul 5","0","2008","Fighting"
"bleach: heat the soul 6","0","2009","Fighting"
"bleach: heat the soul 7","0","2010","Fighting"
"bleach: shattered blade","0.22","2006","Fighting"
"bleach: soul carnival","0","2008","Fighting"
"bleach: soul carnival 2","0","2009","Fighting"
"bleach: soul resurreccion","0.27","2011","Fighting"
"bleach: the 3rd phantom","0.1","2008","Role-Playing"
"bleach: the blade of fate","0.3","2006","Fighting"
"bleach: versus crusade","0","2008","Fighting"
"blender bros.","0.02","2002","Platform"
"blinx 2: masters of time & space","0.12","2004","Platform"
"blinx: the time sweeper","0.39","2002","Platform"
"blitz: overtime","0.09","2006","Sports"
"blitz: the league","0.74","2005","Sports"
"blitz: the league ii","0.11","2008","Sports"
"blitzkrieg 2 anthology","0","2008","Strategy"
"block kuzushi","0","1995","Puzzle"
"block party","0.14","2008","Misc"
"blokus portable: steambot championship","0.03","2006","Puzzle"
